TITLE="anvil_cfd_result"
VARIABLES="x" "y" "rho" "u" "v" "p" "T" "Mach" "p0"
ZONE T="Fluid", I=80, J=40, DATAPACKING=POINT
1.93750000e-01 2.06663353e-01 1.17660500e+00 6.94445305e+02 3.15298920e-03 1.01326629e+05 3.00001378e+02 1.99998886e+00 7.92811305e+05
2.06250000e-01 2.08867440e-01 1.17679689e+00 6.94413119e+02 4.81100763e-02 1.01349767e+05 3.00020955e+02 1.99983092e+00 7.92797546e+05
2.18750000e-01 2.11071527e-01 1.17861487e+00 6.94109285e+02 4.76402944e-01 1.01569249e+05 3.00206898e+02 1.99833722e+00 7.92670576e+05
2.31250000e-01 2.13275614e-01 1.18956023e+00 6.92278564e+02 3.07234507e+00 1.02899561e+05 3.01340448e+02 1.98933352e+00 7.91887557e+05
2.43750000e-01 2.15479702e-01 1.23097339e+00 6.85284351e+02 1.28787690e+01 1.08037522e+05 3.05742841e+02 1.95533197e+00 7.88664411e+05
2.56250000e-01 2.17683789e-01 1.32700473e+00 6.69097978e+02 3.47151456e+01 1.20335191e+05 3.15900653e+02 1.88039619e+00 7.82291192e+05
2.68750000e-01 2.19887876e-01 1.46665167e+00 6.46280984e+02 6.35818562e+01 1.38766296e+05 3.29600121e+02 1.78431070e+00 7.78439647e+05
2.81250000e-01 2.22091963e-01 1.59364646e+00 6.26005259e+02 8.72297184e+01 1.56000717e+05 3.41008306e+02 1.70734980e+00 7.78606666e+05
2.93750000e-01 2.24296051e-01 1.66749564e+00 6.14391804e+02 1.00736695e+02 1.66097621e+05 3.46999660e+02 1.66721886e+00 7.80409405e+05
3.06250000e-01 2.26500138e-01 1.69276901e+00 6.09889470e+02 1.06649395e+02 1.69685880e+05 3.49203310e+02 1.65273654e+00 7.80155788e+05
3.18750000e-01 2.28704225e-01 1.70054930e+00 6.08457967e+02 1.09673882e+02 1.70706020e+05 3.49695429e+02 1.64922389e+00 7.80732836e+05
3.31250000e-01 2.30908312e-01 1.70601177e+00 6.07750902e+02 1.09057168e+02 1.71503000e+05 3.50203147e+02 1.64588199e+00 7.80468852e+05
3.43750000e-01 2.33112400e-01 1.71297017e+00 6.06976022e+02 1.07906582e+02 1.72493525e+05 3.50794958e+02 1.64192264e+00 7.80346894e+05
3.56250000e-01 2.35316487e-01 1.72120121e+00 6.06147666e+02 1.06480562e+02 1.73642498e+05 3.51442862e+02 1.63757761e+00 7.80465797e+05
3.68750000e-01 2.37520574e-01 1.72109631e+00 6.06167566e+02 1.06253764e+02 1.73642935e+05 3.51465169e+02 1.63747349e+00 7.80346517e+05
3.81250000e-01 2.39724661e-01 1.71908165e+00 6.06403305e+02 1.06511727e+02 1.73357427e+05 3.51298497e+02 1.63859850e+00 7.80372558e+05
3.93750000e-01 2.41928749e-01 1.71565084e+00 6.06780359e+02 1.07041644e+02 1.72873240e+05 3.51017856e+02 1.64048670e+00 7.80389567e+05
4.06250000e-01 2.44132836e-01 1.71373789e+00 6.06990308e+02 1.07328082e+02 1.72603343e+05 3.50861043e+02 1.64153652e+00 7.80393565e+05
4.18750000e-01 2.46336923e-01 1.71415916e+00 6.06942246e+02 1.07280281e+02 1.72662713e+05 3.50895470e+02 1.64130780e+00 7.80395404e+05
4.31250000e-01 2.48541010e-01 1.71543610e+00 6.06798068e+02 1.07113885e+02 1.72843128e+05 3.51000648e+02 1.64060677e+00 7.80393530e+05
4.43750000e-01 2.50745098e-01 1.71675958e+00 6.06665126e+02 1.06877091e+02 1.73029614e+05 3.51108469e+02 1.63989684e+00 7.80407907e+05
4.56250000e-01 2.52949185e-01 1.71673800e+00 6.06667879e+02 1.06883494e+02 1.73026519e+05 3.51106601e+02 1.63991138e+00 7.80410884e+05
4.68750000e-01 2.55153272e-01 1.71637878e+00 6.06710021e+02 1.06934895e+02 1.72975682e+05 3.51076904e+02 1.64011498e+00 7.80418769e+05
4.81250000e-01 2.57357359e-01 1.71594205e+00 6.06753800e+02 1.07032093e+02 1.72914141e+05 3.51041321e+02 1.64035782e+00 7.80424015e+05
4.93750000e-01 2.59561447e-01 1.71569487e+00 6.06782738e+02 1.07073408e+02 1.72879152e+05 3.51020851e+02 1.64050064e+00 7.80432491e+05
5.06250000e-01 2.61765534e-01 1.71575609e+00 6.06778181e+02 1.07060067e+02 1.72887777e+05 3.51025840e+02 1.64047086e+00 7.80436727e+05
5.18750000e-01 2.63969621e-01 1.71593579e+00 6.06760144e+02 1.07026479e+02 1.72913378e+05 3.51041053e+02 1.64037248e+00 7.80437657e+05
5.31250000e-01 2.66173709e-01 1.71603339e+00 6.06757071e+02 1.06997614e+02 1.72926358e+05 3.51047438e+02 1.64033616e+00 7.80453919e+05
5.43750000e-01 2.68377796e-01 1.71600484e+00 6.06762126e+02 1.06990582e+02 1.72922797e+05 3.51046048e+02 1.64034941e+00 7.80453284e+05
5.56250000e-01 2.70581883e-01 1.71594215e+00 6.06769482e+02 1.06995347e+02 1.72914358e+05 3.51041743e+02 1.64038096e+00 7.80451958e+05
5.68750000e-01 2.72785970e-01 1.71591010e+00 6.06778437e+02 1.06995971e+02 1.72909229e+05 3.51037885e+02 1.64041374e+00 7.80467003e+05
5.81250000e-01 2.74990058e-01 1.71593047e+00 6.06777633e+02 1.06990113e+02 1.72912148e+05 3.51039644e+02 1.64040481e+00 7.80469780e+05
5.93750000e-01 2.77194145e-01 1.71598617e+00 6.06773797e+02 1.06978571e+02 1.72919997e+05 3.51044183e+02 1.64037882e+00 7.80474909e+05
6.06250000e-01 2.79398232e-01 1.71603753e+00 6.06769652e+02 1.06967550e+02 1.72927267e+05 3.51048434e+02 1.64035292e+00 7.80477548e+05
6.18750000e-01 2.81602319e-01 1.71606523e+00 6.06769425e+02 1.06964415e+02 1.72931072e+05 3.51050493e+02 1.64034607e+00 7.80486734e+05
6.31250000e-01 2.83806407e-01 1.71606255e+00 6.06770171e+02 1.06967486e+02 1.72930655e+05 3.51050195e+02 1.64035014e+00 7.80489597e+05
6.43750000e-01 2.86010494e-01 1.71605389e+00 6.06771534e+02 1.06974284e+02 1.72929390e+05 3.51049398e+02 1.64035872e+00 7.80493887e+05
6.56250000e-01 2.88214581e-01 1.71604284e+00 6.06773381e+02 1.06981101e+02 1.72927799e+05 3.51048430e+02 1.64036897e+00 7.80498656e+05
6.68750000e-01 2.90418668e-01 1.71603550e+00 6.06774720e+02 1.06986571e+02 1.72926708e+05 3.51047715e+02 1.64037668e+00 7.80502714e+05
6.81250000e-01 2.92622756e-01 1.71603137e+00 6.06775969e+02 1.06990818e+02 1.72926097e+05 3.51047320e+02 1.64038284e+00 7.80507139e+05
6.93750000e-01 2.94826843e-01 1.71602649e+00 6.06777286e+02 1.06994319e+02 1.72925378e+05 3.51046859e+02 1.64038899e+00 7.80511059e+05
7.06250000e-01 2.97030930e-01 1.71601879e+00 6.06779033e+02 1.06997319e+02 1.72924270e+05 3.51046186e+02 1.64039653e+00 7.80514843e+05
7.18750000e-01 2.99235017e-01 1.71600799e+00 6.06781263e+02 1.06999854e+02 1.72922727e+05 3.51045261e+02 1.64040571e+00 7.80518573e+05
7.31250000e-01 3.01439105e-01 1.71599430e+00 6.06783996e+02 1.07002021e+02 1.72920772e+05 3.51044093e+02 1.64041661e+00 7.80522450e+05
7.43750000e-01 3.03643192e-01 1.71597938e+00 6.06786998e+02 1.07003631e+02 1.72918631e+05 3.51042799e+02 1.64042825e+00 7.80526351e+05
7.56250000e-01 3.05847279e-01 1.71596442e+00 6.06790015e+02 1.07004340e+02 1.72916525e+05 3.51041586e+02 1.64043932e+00 7.80529747e+05
7.68750000e-01 3.08051366e-01 1.71595083e+00 6.06792995e+02 1.07004466e+02 1.72914504e+05 3.51040262e+02 1.64045028e+00 7.80533401e+05
7.81250000e-01 3.10255454e-01 1.71593769e+00 6.06795458e+02 1.07003802e+02 1.72912923e+05 3.51039739e+02 1.64045766e+00 7.80534856e+05
7.93750000e-01 3.12459541e-01 1.71593069e+00 6.06797934e+02 1.07002417e+02 1.72911395e+05 3.51038069e+02 1.64046741e+00 7.80539327e+05
8.06250000e-01 3.14663628e-01 1.71592489e+00 6.06800341e+02 1.07000713e+02 1.72910861e+05 3.51038171e+02 1.64047270e+00 7.80543074e+05
8.18750000e-01 3.16867715e-01 1.71592513e+00 6.06801339e+02 1.06998487e+02 1.72910863e+05 3.51038127e+02 1.64047439e+00 7.80545053e+05
8.31250000e-01 3.19071803e-01 1.71592817e+00 6.06802281e+02 1.06996285e+02 1.72911247e+05 3.51038285e+02 1.64047547e+00 7.80548049e+05
8.43750000e-01 3.21275890e-01 1.71593329e+00 6.06802982e+02 1.06994083e+02 1.72911936e+05 3.51038637e+02 1.64047547e+00 7.80551156e+05
8.56250000e-01 3.23479977e-01 1.71593846e+00 6.06803660e+02 1.06992070e+02 1.72912645e+05 3.51039017e+02 1.64047543e+00 7.80554308e+05
8.68750000e-01 3.25684064e-01 1.71594194e+00 6.06804555e+02 1.06990283e+02 1.72913096e+05 3.51039223e+02 1.64047647e+00 7.80557560e+05
8.81250000e-01 3.27888152e-01 1.71594278e+00 6.06805924e+02 1.06988888e+02 1.72913205e+05 3.51039270e+02 1.64047930e+00 7.80561349e+05
8.93750000e-01 3.30092239e-01 1.71594277e+00 6.06807357e+02 1.06987769e+02 1.72913184e+05 3.51039230e+02 1.64048263e+00 7.80565140e+05
9.06250000e-01 3.32296326e-01 1.71594336e+00 6.06808527e+02 1.06986854e+02 1.72913245e+05 3.51039233e+02 1.64048527e+00 7.80568492e+05
9.18750000e-01 3.34500414e-01 1.71594648e+00 6.06809174e+02 1.06986036e+02 1.72913680e+05 3.51039479e+02 1.64048601e+00 7.80571323e+05
9.31250000e-01 3.36704501e-01 1.71595416e+00 6.06808875e+02 1.06985764e+02 1.72914737e+05 3.51040054e+02 1.64048376e+00 7.80573467e+05
9.43750000e-01 3.38908588e-01 1.71596826e+00 6.06807193e+02 1.06985747e+02 1.72916721e+05 3.51041195e+02 1.64047668e+00 7.80574164e+05
9.56250000e-01 3.41112675e-01 1.71599035e+00 6.06804132e+02 1.06986284e+02 1.72919816e+05 3.51042961e+02 1.64046477e+00 7.80574266e+05
9.68750000e-01 3.43316763e-01 1.71600859e+00 6.06801273e+02 1.06987529e+02 1.72922233e+05 3.51044136e+02 1.64045511e+00 7.80573909e+05
9.81250000e-01 3.45520850e-01 1.71601427e+00 6.06802587e+02 1.06990862e+02 1.72923130e+05 3.51044795e+02 1.64045855e+00 7.80581976e+05
9.93750000e-01 3.47724937e-01 1.71597340e+00 6.06812722e+02 1.06993864e+02 1.72917328e+05 3.51041377e+02 1.64049450e+00 7.80597681e+05
6.25000000e-03 1.88602044e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.87500000e-02 1.90806131e-01 1.17659149e+00 6.94447579e+02 -8.68211738e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.12500000e-02 1.93010218e-01 1.17659149e+00 6.94447579e+02 -5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.37500000e-02 1.95214305e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.62500000e-02 1.97418393e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
6.87500000e-02 1.99622480e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
8.12500000e-02 2.01826567e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
9.37500000e-02 2.04030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 2.06234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 2.08438829e-01 1.17659149e+00 6.94447579e+02 8.68211738e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 2.10642916e-01 1.17659149e+00 6.94447579e+02 -5.78807825e-15 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 2.12847003e-01 1.17659149e+00 6.94447579e+02 2.02582739e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 2.15051091e-01 1.17659149e+00 6.94447579e+02 9.39405101e-12 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 2.17255178e-01 1.17659149e+00 6.94447579e+02 1.28739015e-09 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 2.19459265e-01 1.17659149e+00 6.94447579e+02 1.10373585e-07 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 2.21663353e-01 1.17659152e+00 6.94447575e+02 6.00905594e-06 1.01325003e+05 3.00000003e+02 1.99999998e+00 7.92812300e+05
2.06250000e-01 2.23867440e-01 1.17659238e+00 6.94447428e+02 2.08066113e-04 1.01325108e+05 3.00000091e+02 1.99999926e+00 7.92812235e+05
2.18750000e-01 2.26071527e-01 1.17661131e+00 6.94444245e+02 4.62600462e-03 1.01327389e+05 3.00002021e+02 1.99998366e+00 7.92810845e+05
2.31250000e-01 2.28275614e-01 1.17687468e+00 6.94400093e+02 6.63726592e-02 1.01359149e+05 3.00028895e+02 1.99976695e+00 7.92792042e+05
2.43750000e-01 2.30479702e-01 1.17923166e+00 6.94006302e+02 6.22118716e-01 1.01643815e+05 3.00270160e+02 1.99783058e+00 7.92627654e+05
2.56250000e-01 2.32683789e-01 1.19254033e+00 6.91778816e+02 3.78119645e+00 1.03264133e+05 3.01652390e+02 1.98687944e+00 7.91667328e+05
2.68750000e-01 2.34887876e-01 1.23977214e+00 6.83796008e+02 1.49416563e+01 1.09144968e+05 3.06684755e+02 1.94820780e+00 7.87994024e+05
2.81250000e-01 2.37091963e-01 1.34431041e+00 6.66203054e+02 3.84738365e+01 1.22595082e+05 3.17690211e+02 1.86757854e+00 7.81393689e+05
2.93750000e-01 2.39296051e-01 1.48633537e+00 6.43109797e+02 6.72465339e+01 1.41427607e+05 3.31472667e+02 1.77163303e+00 7.78177652e+05
3.06250000e-01 2.41500138e-01 1.60848532e+00 6.23894015e+02 8.90442707e+01 1.58006976e+05 3.42207484e+02 1.69940173e+00 7.79217859e+05
3.18750000e-01 2.43704225e-01 1.68107496e+00 6.12675181e+02 9.96225969e+01 1.68066974e+05 3.48277683e+02 1.65914874e+00 7.80166696e+05
3.31250000e-01 2.45908312e-01 1.71374186e+00 6.07944512e+02 1.03033868e+02 1.72572553e+05 3.50797641e+02 1.64223772e+00 7.81071869e+05
3.43750000e-01 2.48112400e-01 1.72650052e+00 6.05927569e+02 1.04066229e+02 1.74442407e+05 3.51978148e+02 1.63465672e+00 7.80651974e+05
3.56250000e-01 2.50316487e-01 1.72430645e+00 6.06130629e+02 1.05001804e+02 1.74104951e+05 3.51744255e+02 1.63615531e+00 7.80885452e+05
3.68750000e-01 2.52520574e-01 1.71882685e+00 6.06655351e+02 1.06349674e+02 1.73324738e+05 3.51284322e+02 1.63921774e+00 7.80946890e+05
3.81250000e-01 2.54724661e-01 1.71177282e+00 6.07339889e+02 1.07860309e+02 1.72329165e+05 3.50705844e+02 1.64306394e+00 7.80933428e+05
3.93750000e-01 2.56928749e-01 1.71197099e+00 6.07312519e+02 1.07861606e+02 1.72356142e+05 3.50720142e+02 1.64295928e+00 7.80933575e+05
4.06250000e-01 2.59132836e-01 1.71384426e+00 6.07105919e+02 1.07553155e+02 1.72620400e+05 3.50873936e+02 1.64191398e+00 7.80910760e+05
4.18750000e-01 2.61336923e-01 1.71684215e+00 6.06803180e+02 1.06920287e+02 1.73044621e+05 3.51122034e+02 1.64024705e+00 7.80883770e+05
4.31250000e-01 2.63541010e-01 1.71767238e+00 6.06737015e+02 1.06661228e+02 1.73160396e+05 3.51187123e+02 1.63980206e+00 7.80887271e+05
4.43750000e-01 2.65745098e-01 1.71733852e+00 6.06769425e+02 1.06729248e+02 1.73113348e+05 3.51159960e+02 1.63998181e+00 7.80884622e+05
4.56250000e-01 2.67949185e-01 1.71629643e+00 6.06875003e+02 1.06931511e+02 1.72966324e+05 3.51074757e+02 1.64055099e+00 7.80884720e+05
4.68750000e-01 2.70153272e-01 1.71531487e+00 6.06962611e+02 1.07166553e+02 1.72827895e+05 3.50994517e+02 1.64107692e+00 7.80872729e+05
4.81250000e-01 2.72357359e-01 1.71535214e+00 6.06958466e+02 1.07156639e+02 1.72833178e+05 3.50997620e+02 1.64105421e+00 7.80870119e+05
4.93750000e-01 2.74561447e-01 1.71569911e+00 6.06918558e+02 1.07102265e+02 1.72882124e+05 3.51026019e+02 1.64085802e+00 7.80862479e+05
5.06250000e-01 2.76765534e-01 1.71609346e+00 6.06878600e+02 1.07020501e+02 1.72937588e+05 3.51057946e+02 1.64064083e+00 7.80859720e+05
5.18750000e-01 2.78969621e-01 1.71625350e+00 6.06860038e+02 1.06982527e+02 1.72960337e+05 3.51071385e+02 1.64054320e+00 7.80848611e+05
5.31250000e-01 2.81173709e-01 1.71612424e+00 6.06873240e+02 1.06999795e+02 1.72942066e+05 3.51060738e+02 1.64061068e+00 7.80844787e+05
5.43750000e-01 2.83377796e-01 1.71595581e+00 6.06891147e+02 1.07026651e+02 1.72918114e+05 3.51046572e+02 1.64070314e+00 7.80844441e+05
5.56250000e-01 2.85581883e-01 1.71588557e+00 6.06896358e+02 1.07030656e+02 1.72908341e+05 3.51041100e+02 1.64073145e+00 7.80833309e+05
5.68750000e-01 2.87785970e-01 1.71593192e+00 6.06891082e+02 1.07018982e+02 1.72914924e+05 3.51044983e+02 1.64070314e+00 7.80830035e+05
5.81250000e-01 2.89990058e-01 1.71602827e+00 6.06880879e+02 1.06995526e+02 1.72928564e+05 3.51052963e+02 1.64064690e+00 7.80826054e+05
5.93750000e-01 2.92194145e-01 1.71610725e+00 6.06871824e+02 1.06971870e+02 1.72939674e+05 3.51059358e+02 1.64059728e+00 7.80818369e+05
6.06250000e-01 2.94398232e-01 1.71609550e+00 6.06872368e+02 1.06972829e+02 1.72937991e+05 3.51058345e+02 1.64060152e+00 7.80815709e+05
6.18750000e-01 2.96602319e-01 1.71605770e+00 6.06875172e+02 1.06979002e+02 1.72932634e+05 3.51055204e+02 1.64061906e+00 7.80811975e+05
6.31250000e-01 2.98806407e-01 1.71600770e+00 6.06878324e+02 1.06989330e+02 1.72925502e+05 3.51050955e+02 1.64064203e+00 7.80806550e+05
6.43750000e-01 3.01010494e-01 1.71597544e+00 6.06880784e+02 1.06997830e+02 1.72921105e+05 3.51048628e+02 1.64065785e+00 7.80805134e+05
6.56250000e-01 3.03214581e-01 1.71597903e+00 6.06878192e+02 1.07002301e+02 1.72921476e+05 3.51048646e+02 1.64065307e+00 7.80801247e+05
6.68750000e-01 3.05418668e-01 1.71598454e+00 6.06875202e+02 1.07005021e+02 1.72922206e+05 3.51049001e+02 1.64064566e+00 7.80795901e+05
6.81250000e-01 3.07622756e-01 1.71598583e+00 6.06872975e+02 1.07007848e+02 1.72922508e+05 3.51049351e+02 1.64064031e+00 7.80791030e+05
6.93750000e-01 3.09826843e-01 1.71598272e+00 6.06871482e+02 1.07011143e+02 1.72922107e+05 3.51049173e+02 1.64063834e+00 7.80786918e+05
7.06250000e-01 3.12030930e-01 1.71597747e+00 6.06870534e+02 1.07014541e+02 1.72921283e+05 3.51048572e+02 1.64063883e+00 7.80783766e+05
7.18750000e-01 3.14235017e-01 1.71597075e+00 6.06869912e+02 1.07017385e+02 1.72920268e+05 3.51047889e+02 1.64064011e+00 7.80780678e+05
7.31250000e-01 3.16439105e-01 1.71596266e+00 6.06869579e+02 1.07019631e+02 1.72919113e+05 3.51047199e+02 1.64064189e+00 7.80777536e+05
7.43750000e-01 3.18643192e-01 1.71595363e+00 6.06869457e+02 1.07020611e+02 1.72917893e+05 3.51046569e+02 1.64064349e+00 7.80773895e+05
7.56250000e-01 3.20847279e-01 1.71594545e+00 6.06869390e+02 1.07020606e+02 1.72916749e+05 3.51045919e+02 1.64064483e+00 7.80770293e+05
7.68750000e-01 3.23051366e-01 1.71593836e+00 6.06869274e+02 1.07019705e+02 1.72915723e+05 3.51045287e+02 1.64064559e+00 7.80766542e+05
7.81250000e-01 3.25255454e-01 1.71593346e+00 6.06869052e+02 1.07018150e+02 1.72914948e+05 3.51044718e+02 1.64064562e+00 7.80763081e+05
7.93750000e-01 3.27459541e-01 1.71592891e+00 6.06868689e+02 1.07015894e+02 1.72914475e+05 3.51044688e+02 1.64064369e+00 7.80758700e+05
8.06250000e-01 3.29663628e-01 1.71592916e+00 6.06867949e+02 1.07012832e+02 1.72914302e+05 3.51044285e+02 1.64064127e+00 7.80755101e+05
8.18750000e-01 3.31867715e-01 1.71593156e+00 6.06867335e+02 1.07009471e+02 1.72914700e+05 3.51044600e+02 1.64063738e+00 7.80752351e+05
8.31250000e-01 3.34071803e-01 1.71593504e+00 6.06866490e+02 1.07006198e+02 1.72915189e+05 3.51044883e+02 1.64063299e+00 7.80749442e+05
8.43750000e-01 3.36275890e-01 1.71593946e+00 6.06865554e+02 1.07003250e+02 1.72915722e+05 3.51045060e+02 1.64062876e+00 7.80746917e+05
8.56250000e-01 3.38479977e-01 1.71594174e+00 6.06864690e+02 1.07000901e+02 1.72915989e+05 3.51045135e+02 1.64062523e+00 7.80744013e+05
8.68750000e-01 3.40684064e-01 1.71594161e+00 6.06864482e+02 1.06999211e+02 1.72915989e+05 3.51045161e+02 1.64062384e+00 7.80742395e+05
8.81250000e-01 3.42888152e-01 1.71593987e+00 6.06864419e+02 1.06997746e+02 1.72915741e+05 3.51045016e+02 1.64062334e+00 7.80740690e+05
8.93750000e-01 3.45092239e-01 1.71593718e+00 6.06864558e+02 1.06996502e+02 1.72915401e+05 3.51044875e+02 1.64062346e+00 7.80739291e+05
9.06250000e-01 3.47296326e-01 1.71593599e+00 6.06864134e+02 1.06995388e+02 1.72915168e+05 3.51044644e+02 1.64062237e+00 7.80736973e+05
9.18750000e-01 3.49500414e-01 1.71593641e+00 6.06863486e+02 1.06994218e+02 1.72915313e+05 3.51044854e+02 1.64061964e+00 7.80734442e+05
9.31250000e-01 3.51704501e-01 1.71594127e+00 6.06862152e+02 1.06993500e+02 1.72915987e+05 3.51045227e+02 1.64061494e+00 7.80732007e+05
9.43750000e-01 3.53908588e-01 1.71595242e+00 6.06859380e+02 1.06993057e+02 1.72917505e+05 3.51046030e+02 1.64060559e+00 7.80727963e+05
9.56250000e-01 3.56112675e-01 1.71596790e+00 6.06855849e+02 1.06993099e+02 1.72919733e+05 3.51047384e+02 1.64059319e+00 7.80723565e+05
9.68750000e-01 3.58316763e-01 1.71597816e+00 6.06853043e+02 1.06993878e+02 1.72921185e+05 3.51048234e+02 1.64058420e+00 7.80719648e+05
9.81250000e-01 3.60520850e-01 1.71598011e+00 6.06852344e+02 1.06996314e+02 1.72921281e+05 3.51048030e+02 1.64058397e+00 7.80719816e+05
9.93750000e-01 3.62724937e-01 1.71593209e+00 6.06862317e+02 1.06999208e+02 1.72914508e+05 3.51044102e+02 1.64062064e+00 7.80731972e+05
6.25000000e-03 2.03602044e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.87500000e-02 2.05806131e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.12500000e-02 2.08010218e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.37500000e-02 2.10214305e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.62500000e-02 2.12418393e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
6.87500000e-02 2.14622480e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
8.12500000e-02 2.16826567e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
9.37500000e-02 2.19030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 2.21234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 2.23438829e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 2.25642916e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 2.27847003e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 2.30051091e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 2.32255178e-01 1.17659149e+00 6.94447579e+02 4.05165478e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 2.34459265e-01 1.17659149e+00 6.94447579e+02 1.92308900e-11 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 2.36663353e-01 1.17659149e+00 6.94447579e+02 2.44088180e-09 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.06250000e-01 2.38867440e-01 1.17659149e+00 6.94447579e+02 1.94078330e-07 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.18750000e-01 2.41071527e-01 1.17659153e+00 6.94447572e+02 9.84362491e-06 1.01325005e+05 3.00000004e+02 1.99999996e+00 7.92812298e+05
2.31250000e-01 2.43275614e-01 1.17659286e+00 6.94447348e+02 3.19302752e-04 1.01325165e+05 3.00000140e+02 1.99999887e+00 7.92812199e+05
2.43750000e-01 2.45479702e-01 1.17662021e+00 6.94442748e+02 6.70833029e-03 1.01328463e+05 3.00002930e+02 1.99997632e+00 7.92810197e+05
2.56250000e-01 2.47683789e-01 1.17697833e+00 6.94382747e+02 9.07276138e-02 1.01371651e+05 3.00039476e+02 1.99968174e+00 7.92784745e+05
2.68750000e-01 2.49887876e-01 1.17997671e+00 6.93881967e+02 7.98371407e-01 1.01733955e+05 3.00346680e+02 1.99721871e+00 7.92575941e+05
2.81250000e-01 2.52091963e-01 1.19613658e+00 6.91173564e+02 4.63538549e+00 1.03705406e+05 3.02030618e+02 1.98391269e+00 7.91392732e+05
2.93750000e-01 2.54296051e-01 1.25035686e+00 6.81993644e+02 1.74040002e+01 1.10485204e+05 3.07822589e+02 1.93964659e+00 7.87154867e+05
3.06250000e-01 2.56500138e-01 1.36223520e+00 6.63217918e+02 4.23057056e+01 1.24942600e+05 3.19513187e+02 1.85457665e+00 7.80577175e+05
3.18750000e-01 2.58704225e-01 1.50437999e+00 6.40211958e+02 7.08785244e+01 1.43842382e+05 3.33088518e+02 1.76051806e+00 7.78182199e+05
