TITLE="anvil_cfd_result"
VARIABLES="x" "y" "rho" "u" "v" "p" "T" "Mach" "p0"
ZONE T="Fluid", I=80, J=40, DATAPACKING=POINT
9.37500000e-02 3.24030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 3.26234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 3.28438829e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 3.30642916e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 3.32847003e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 3.35051091e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 3.37255178e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 3.39459265e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 3.41663353e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.06250000e-01 3.43867440e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.18750000e-01 3.46071527e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.31250000e-01 3.48275614e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.43750000e-01 3.50479702e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.56250000e-01 3.52683789e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.68750000e-01 3.54887876e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.81250000e-01 3.57091963e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.93750000e-01 3.59296051e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.06250000e-01 3.61500138e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.18750000e-01 3.63704225e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.31250000e-01 3.65908312e-01 1.17659149e+00 6.94447579e+02 3.47284695e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.43750000e-01 3.68112400e-01 1.17659149e+00 6.94447579e+02 1.28697920e-11 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.56250000e-01 3.70316487e-01 1.17659149e+00 6.94447579e+02 1.66671476e-09 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.68750000e-01 3.72520574e-01 1.17659149e+00 6.94447579e+02 1.36818964e-07 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.81250000e-01 3.74724661e-01 1.17659152e+00 6.94447574e+02 7.20308219e-06 1.01325004e+05 3.00000003e+02 1.99999997e+00 7.92812299e+05
3.93750000e-01 3.76928749e-01 1.17659253e+00 6.94447403e+02 2.42821435e-04 1.01325126e+05 3.00000106e+02 1.99999914e+00 7.92812224e+05
4.06250000e-01 3.79132836e-01 1.17661406e+00 6.94443783e+02 5.26934031e-03 1.01327721e+05 3.00002302e+02 1.99998139e+00 7.92810645e+05
4.18750000e-01 3.81336923e-01 1.17690876e+00 6.94394385e+02 7.43730814e-02 1.01363260e+05 3.00032373e+02 1.99973892e+00 7.92789626e+05
4.31250000e-01 3.83541010e-01 1.17950414e+00 6.93960756e+02 6.86461887e-01 1.01676774e+05 3.00298136e+02 1.99760658e+00 7.92608483e+05
4.43750000e-01 3.85745098e-01 1.19390629e+00 6.91548820e+02 4.10548950e+00 1.03431603e+05 3.01795916e+02 1.98575184e+00 7.91562665e+05
4.56250000e-01 3.87949185e-01 1.24391138e+00 6.83091212e+02 1.59066833e+01 1.09668358e+05 3.07130002e+02 1.94485151e+00 7.87663595e+05
4.68750000e-01 3.90153272e-01 1.35165791e+00 6.64980572e+02 4.00536977e+01 1.23556330e+05 3.18440689e+02 1.86222528e+00 7.81055612e+05
4.81250000e-01 3.92357359e-01 1.49444267e+00 6.41809409e+02 6.87698472e+01 1.42520478e+05 3.32221976e+02 1.76653377e+00 7.78123358e+05
4.93750000e-01 3.94561447e-01 1.61443417e+00 6.22957827e+02 9.00212976e+01 1.58826102e+05 3.42714030e+02 1.69602264e+00 7.79277150e+05
5.06250000e-01 3.96765534e-01 1.68428071e+00 6.12166758e+02 1.00068656e+02 1.68517192e+05 3.48545985e+02 1.65736105e+00 7.80164820e+05
5.18750000e-01 3.98969621e-01 1.71531615e+00 6.07691025e+02 1.03246429e+02 1.72796221e+05 3.50929928e+02 1.64135737e+00 7.81056654e+05
5.31250000e-01 4.01173709e-01 1.72664635e+00 6.05874279e+02 1.04245943e+02 1.74462820e+05 3.51989606e+02 1.63457143e+00 7.80644014e+05
5.43750000e-01 4.03377796e-01 1.72413845e+00 6.06122154e+02 1.05129594e+02 1.74083482e+05 3.51735152e+02 1.63621233e+00 7.80855575e+05
5.56250000e-01 4.05581883e-01 1.71838008e+00 6.06688642e+02 1.06437422e+02 1.73264551e+05 3.51253640e+02 1.63941695e+00 7.80907893e+05
5.68750000e-01 4.07785970e-01 1.71156811e+00 6.07363965e+02 1.07813033e+02 1.72302664e+05 3.50693852e+02 1.64313317e+00 7.80894076e+05
5.81250000e-01 4.09990058e-01 1.71183368e+00 6.07328138e+02 1.07806368e+02 1.72339499e+05 3.50714406e+02 1.64298795e+00 7.80891614e+05
5.93750000e-01 4.12194145e-01 1.71390281e+00 6.07093831e+02 1.07504610e+02 1.72631801e+05 3.50885123e+02 1.64183356e+00 7.80868554e+05
6.06250000e-01 4.14398232e-01 1.71690508e+00 6.06788731e+02 1.06906048e+02 1.73056061e+05 3.51132374e+02 1.64017844e+00 7.80855403e+05
6.18750000e-01 4.16602319e-01 1.71759993e+00 6.06728493e+02 1.06714040e+02 1.73153341e+05 3.51187628e+02 1.63980289e+00 7.80856418e+05
6.31250000e-01 4.18806407e-01 1.71711168e+00 6.06778200e+02 1.06799409e+02 1.73084532e+05 3.51147887e+02 1.64006537e+00 7.80852043e+05
6.43750000e-01 4.21010494e-01 1.71605252e+00 6.06888018e+02 1.06988014e+02 1.72935083e+05 3.51061235e+02 1.64064282e+00 7.80850729e+05
6.56250000e-01 4.23214581e-01 1.71534375e+00 6.06951678e+02 1.07144295e+02 1.72835074e+05 3.51003189e+02 1.64101768e+00 7.80836089e+05
6.68750000e-01 4.25418668e-01 1.71543831e+00 6.06940171e+02 1.07130995e+02 1.72848451e+05 3.51011006e+02 1.64096308e+00 7.80832862e+05
6.81250000e-01 4.27622756e-01 1.71583619e+00 6.06895661e+02 1.07050848e+02 1.72904507e+05 3.51043419e+02 1.64073354e+00 7.80818431e+05
6.93750000e-01 4.29826843e-01 1.71624711e+00 6.06867163e+02 1.06963107e+02 1.72962486e+05 3.51077055e+02 1.64053966e+00 7.80854187e+05
7.06250000e-01 4.32030930e-01 1.71630491e+00 6.06849075e+02 1.06943265e+02 1.72970595e+05 3.51081692e+02 1.64047224e+00 7.80812189e+05
7.18750000e-01 4.34235017e-01 1.71613061e+00 6.06866922e+02 1.06966760e+02 1.72945873e+05 3.51067164e+02 1.64056383e+00 7.80807356e+05
7.31250000e-01 4.36439105e-01 1.71589726e+00 6.06890378e+02 1.07006778e+02 1.72912902e+05 3.51047968e+02 1.64068868e+00 7.80804041e+05
7.43750000e-01 4.38643192e-01 1.71579472e+00 6.06896254e+02 1.07028895e+02 1.72898539e+05 3.51039785e+02 1.64073343e+00 7.80791354e+05
7.56250000e-01 4.40847279e-01 1.71583296e+00 6.06890938e+02 1.07023384e+02 1.72903999e+05 3.51043049e+02 1.64070932e+00 7.80787903e+05
7.68750000e-01 4.43051366e-01 1.71593188e+00 6.06878683e+02 1.07007507e+02 1.72917968e+05 3.51051171e+02 1.64065087e+00 7.80782837e+05
7.81250000e-01 4.45255454e-01 1.71602024e+00 6.06868009e+02 1.06989868e+02 1.72930650e+05 3.51058839e+02 1.64059681e+00 7.80777076e+05
7.93750000e-01 4.47459541e-01 1.71602179e+00 6.06866566e+02 1.06990582e+02 1.72930785e+05 3.51058796e+02 1.64059346e+00 7.80773777e+05
8.06250000e-01 4.49663628e-01 1.71600256e+00 6.06866869e+02 1.06995872e+02 1.72928072e+05 3.51057223e+02 1.64060037e+00 7.80769593e+05
8.18750000e-01 4.51867715e-01 1.71597696e+00 6.06868045e+02 1.07002853e+02 1.72924607e+05 3.51055426e+02 1.64061088e+00 7.80766195e+05
8.31250000e-01 4.54071803e-01 1.71596675e+00 6.06866789e+02 1.07007680e+02 1.72922907e+05 3.51054063e+02 1.64061300e+00 7.80760998e+05
8.43750000e-01 4.56275890e-01 1.71597079e+00 6.06864983e+02 1.07008262e+02 1.72923441e+05 3.51054321e+02 1.64060794e+00 7.80757500e+05
8.56250000e-01 4.58479977e-01 1.71597007e+00 6.06864199e+02 1.07008296e+02 1.72923414e+05 3.51054413e+02 1.64060568e+00 7.80754747e+05
8.68750000e-01 4.60684064e-01 1.71596243e+00 6.06864036e+02 1.07008902e+02 1.72922337e+05 3.51053790e+02 1.64060699e+00 7.80751412e+05
8.81250000e-01 4.62888152e-01 1.71594449e+00 6.06865140e+02 1.07010562e+02 1.72919756e+05 3.51052220e+02 1.64061432e+00 7.80748304e+05
8.93750000e-01 4.65092239e-01 1.71591822e+00 6.06867239e+02 1.07013289e+02 1.72915997e+05 3.51049964e+02 1.64062636e+00 7.80745362e+05
9.06250000e-01 4.67296326e-01 1.71588969e+00 6.06869489e+02 1.07016681e+02 1.72911979e+05 3.51047645e+02 1.64063924e+00 7.80742247e+05
9.18750000e-01 4.69500414e-01 1.71586784e+00 6.06870345e+02 1.07019842e+02 1.72908873e+05 3.51045808e+02 1.64064724e+00 7.80737542e+05
9.31250000e-01 4.71704501e-01 1.71585470e+00 6.06870745e+02 1.07022261e+02 1.72907184e+05 3.51045068e+02 1.64065114e+00 7.80734459e+05
9.43750000e-01 4.73908588e-01 1.71585499e+00 6.06867343e+02 1.07023350e+02 1.72906963e+05 3.51044560e+02 1.64064391e+00 7.80725036e+05
9.56250000e-01 4.76112675e-01 1.71586366e+00 6.06864818e+02 1.07022699e+02 1.72908170e+05 3.51045237e+02 1.64063541e+00 7.80720573e+05
9.68750000e-01 4.78316763e-01 1.71587695e+00 6.06861364e+02 1.07020334e+02 1.72910098e+05 3.51046430e+02 1.64062247e+00 7.80714192e+05
9.81250000e-01 4.80520850e-01 1.71588853e+00 6.06859765e+02 1.07016386e+02 1.72911640e+05 3.51047193e+02 1.64061467e+00 7.80712064e+05
9.93750000e-01 4.82724937e-01 1.71584749e+00 6.06870539e+02 1.07007316e+02 1.72906110e+05 3.51044360e+02 1.64064534e+00 7.80722851e+05
6.25000000e-03 3.23602044e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.87500000e-02 3.25806131e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.12500000e-02 3.28010218e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.37500000e-02 3.30214305e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.62500000e-02 3.32418393e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
6.87500000e-02 3.34622480e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
8.12500000e-02 3.36826567e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
9.37500000e-02 3.39030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 3.41234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 3.43438829e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 3.45642916e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 3.47847003e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 3.50051091e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 3.52255178e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 3.54459265e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 3.56663353e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.06250000e-01 3.58867440e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.18750000e-01 3.61071527e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.31250000e-01 3.63275614e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.43750000e-01 3.65479702e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.56250000e-01 3.67683789e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.68750000e-01 3.69887876e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.81250000e-01 3.72091963e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.93750000e-01 3.74296051e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.06250000e-01 3.76500138e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.18750000e-01 3.78704225e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.31250000e-01 3.80908312e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.43750000e-01 3.83112400e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.56250000e-01 3.85316487e-01 1.17659149e+00 6.94447579e+02 8.97152129e-14 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.68750000e-01 3.87520574e-01 1.17659149e+00 6.94447579e+02 2.51028954e-11 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.81250000e-01 3.89724661e-01 1.17659149e+00 6.94447579e+02 3.05038959e-09 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.93750000e-01 3.91928749e-01 1.17659149e+00 6.94447579e+02 2.35553951e-07 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.06250000e-01 3.94132836e-01 1.17659154e+00 6.94447571e+02 1.16308727e-05 1.01325006e+05 3.00000005e+02 1.99999996e+00 7.92812298e+05
4.18750000e-01 3.96336923e-01 1.17659308e+00 6.94447311e+02 3.70601022e-04 1.01325192e+05 3.00000162e+02 1.99999869e+00 7.92812183e+05
4.31250000e-01 3.98541010e-01 1.17662434e+00 6.94442055e+02 7.67286894e-03 1.01328960e+05 3.00003350e+02 1.99997292e+00 7.92809896e+05
4.43750000e-01 4.00745098e-01 1.17702759e+00 6.94374500e+02 1.02294323e-01 1.01377593e+05 3.00044505e+02 1.99964124e+00 7.92781258e+05
4.56250000e-01 4.02949185e-01 1.18034697e+00 6.93820073e+02 8.85896203e-01 1.01778780e+05 3.00384760e+02 1.99691427e+00 7.92549812e+05
4.68750000e-01 4.05153272e-01 1.19782318e+00 6.90889399e+02 5.03603808e+00 1.03912806e+05 3.02208521e+02 1.98252133e+00 7.91262687e+05
4.81250000e-01 4.07357359e-01 1.25501512e+00 6.81202238e+02 1.84831463e+01 1.11076786e+05 3.08322127e+02 1.93590785e+00 7.86798793e+05
4.93750000e-01 4.09561447e-01 1.36999127e+00 6.61932491e+02 4.39492577e+01 1.25961832e+05 3.20296000e+02 1.84903126e+00 7.80262397e+05
5.06250000e-01 4.11765534e-01 1.51240877e+00 6.38925162e+02 7.23911058e+01 1.44927745e+05 3.33820263e+02 1.75555573e+00 7.78158305e+05
5.18750000e-01 4.13969621e-01 1.62353788e+00 6.21249682e+02 9.26469338e+01 1.60104656e+05 3.43535704e+02 1.69047119e+00 7.79007464e+05
5.31250000e-01 4.16173709e-01 1.67954764e+00 6.12349129e+02 1.03311206e+02 1.67781349e+05 3.48001968e+02 1.66055768e+00 7.80486633e+05
5.43750000e-01 4.18377796e-01 1.69808307e+00 6.08953034e+02 1.07824178e+02 1.70431889e+05 3.49640934e+02 1.64978468e+00 7.80133085e+05
5.56250000e-01 4.20581883e-01 1.70361208e+00 6.07997065e+02 1.09651854e+02 1.71153539e+05 3.49981847e+02 1.64732902e+00 7.80565007e+05
5.68750000e-01 4.22785970e-01 1.70921442e+00 6.07311694e+02 1.08873952e+02 1.71964890e+05 3.50488348e+02 1.64397414e+00 7.80342996e+05
5.81250000e-01 4.24990058e-01 1.71525845e+00 6.06708573e+02 1.07546928e+02 1.72821321e+05 3.50992712e+02 1.64059152e+00 7.80277296e+05
5.93750000e-01 4.27194145e-01 1.72087265e+00 6.06181587e+02 1.06252436e+02 1.73615267e+05 3.51454839e+02 1.63753370e+00 7.80292271e+05
6.06250000e-01 4.29398232e-01 1.72030224e+00 6.06253861e+02 1.06298934e+02 1.73534625e+05 3.51408070e+02 1.63785346e+00 7.80302087e+05
6.18750000e-01 4.31602319e-01 1.71763353e+00 6.06563366e+02 1.06648690e+02 1.73156967e+05 3.51188111e+02 1.63933874e+00 7.80331895e+05
6.31250000e-01 4.33806407e-01 1.71437735e+00 6.06892708e+02 1.07228289e+02 1.72703513e+05 3.50933717e+02 1.64106436e+00 7.80296117e+05
6.43750000e-01 4.36010494e-01 1.71439514e+00 6.06889613e+02 1.07301267e+02 1.72701063e+05 3.50925097e+02 1.64111022e+00 7.80338485e+05
6.56250000e-01 4.38214581e-01 1.71505303e+00 6.06819730e+02 1.07192549e+02 1.72794133e+05 3.50979526e+02 1.64074936e+00 7.80338426e+05
6.68750000e-01 4.40418668e-01 1.71626079e+00 6.06695939e+02 1.06960769e+02 1.72964642e+05 3.51078632e+02 1.64008598e+00 7.80335178e+05
6.81250000e-01 4.42622756e-01 1.71678021e+00 6.06654027e+02 1.06833463e+02 1.73037859e+05 3.51120981e+02 1.63981838e+00 7.80353681e+05
6.93750000e-01 4.44826843e-01 1.71661018e+00 6.06674566e+02 1.06853826e+02 1.73013791e+05 3.51106915e+02 1.63991448e+00 7.80357086e+05
7.06250000e-01 4.47030930e-01 1.71611949e+00 6.06729970e+02 1.06944512e+02 1.72944513e+05 3.51066679e+02 1.64019561e+00 7.80372080e+05
7.18750000e-01 4.49235017e-01 1.71563554e+00 6.06768721e+02 1.07039600e+02 1.72877261e+05 3.51029151e+02 1.64042885e+00 7.80340314e+05
7.31250000e-01 4.51439105e-01 1.71558937e+00 6.06785452e+02 1.07046115e+02 1.72869759e+05 3.51023365e+02 1.64048925e+00 7.80376820e+05
7.43750000e-01 4.53643192e-01 1.71577525e+00 6.06766793e+02 1.07018039e+02 1.72895818e+05 3.51038247e+02 1.64039257e+00 7.80381805e+05
7.56250000e-01 4.55847279e-01 1.71601049e+00 6.06743160e+02 1.06974509e+02 1.72928762e+05 3.51057001e+02 1.64026666e+00 7.80383790e+05
7.68750000e-01 4.58051366e-01 1.71611601e+00 6.06737135e+02 1.06947557e+02 1.72943565e+05 3.51065464e+02 1.64021864e+00 7.80394633e+05
7.81250000e-01 4.60255454e-01 1.71608251e+00 6.06741584e+02 1.06953765e+02 1.72938846e+05 3.51062738e+02 1.64023954e+00 7.80397693e+05
7.93750000e-01 4.62459541e-01 1.71599327e+00 6.06752219e+02 1.06970721e+02 1.72926217e+05 3.51055358e+02 1.64029250e+00 7.80402409e+05
8.06250000e-01 4.64663628e-01 1.71591959e+00 6.06761396e+02 1.06985927e+02 1.72916416e+05 3.51050535e+02 1.64033486e+00 7.80407533e+05
8.18750000e-01 4.66867715e-01 1.71592030e+00 6.06762025e+02 1.06990785e+02 1.72916319e+05 3.51050191e+02 1.64033956e+00 7.80412569e+05
8.31250000e-01 4.69071803e-01 1.71593853e+00 6.06761071e+02 1.06989067e+02 1.72919091e+05 3.51052092e+02 1.64033182e+00 7.80416066e+05
8.43750000e-01 4.71275890e-01 1.71595925e+00 6.06761021e+02 1.06987815e+02 1.72922028e+05 3.51053813e+02 1.64032709e+00 7.80423810e+05
8.56250000e-01 4.73479977e-01 1.71595481e+00 6.06762364e+02 1.06989109e+02 1.72921347e+05 3.51053341e+02 1.64033231e+00 7.80426821e+05
8.68750000e-01 4.75684064e-01 1.71593784e+00 6.06765683e+02 1.06992560e+02 1.72918810e+05 3.51051662e+02 1.64034654e+00 7.80431941e+05
8.81250000e-01 4.77888152e-01 1.71591076e+00 6.06770364e+02 1.06997372e+02 1.72914778e+05 3.51049016e+02 1.64036721e+00 7.80437837e+05
8.93750000e-01 4.80092239e-01 1.71587984e+00 6.06775588e+02 1.07002368e+02 1.72910239e+05 3.51046126e+02 1.64038997e+00 7.80443868e+05
9.06250000e-01 4.82296326e-01 1.71585326e+00 6.06780073e+02 1.07006615e+02 1.72906237e+05 3.51043438e+02 1.64040998e+00 7.80449113e+05
9.18750000e-01 4.84500414e-01 1.71583749e+00 6.06783400e+02 1.07009542e+02 1.72904061e+05 3.51042247e+02 1.64042284e+00 7.80454276e+05
9.31250000e-01 4.86704501e-01 1.71583801e+00 6.06783654e+02 1.07010987e+02 1.72904067e+05 3.51042152e+02 1.64042439e+00 7.80456118e+05
9.43750000e-01 4.88908588e-01 1.71584745e+00 6.06782816e+02 1.07010918e+02 1.72905409e+05 3.51042946e+02 1.64042031e+00 7.80457413e+05
9.56250000e-01 4.91112675e-01 1.71587080e+00 6.06780253e+02 1.07008401e+02 1.72908764e+05 3.51044982e+02 1.64040767e+00 7.80457831e+05
9.68750000e-01 4.93316763e-01 1.71590489e+00 6.06776250e+02 1.07002692e+02 1.72913614e+05 3.51047852e+02 1.64038783e+00 7.80456600e+05
9.81250000e-01 4.95520850e-01 1.71593611e+00 6.06776845e+02 1.06995480e+02 1.72917805e+05 3.51049975e+02 1.64038109e+00 7.80467670e+05
9.93750000e-01 4.97724937e-01 1.71590221e+00 6.06788782e+02 1.06984276e+02 1.72913385e+05 3.51047936e+02 1.64041197e+00 7.80483703e+05
6.25000000e-03 3.38602044e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.87500000e-02 3.40806131e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
3.12500000e-02 3.43010218e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
4.37500000e-02 3.45214305e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
5.62500000e-02 3.47418393e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
6.87500000e-02 3.49622480e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
8.12500000e-02 3.51826567e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
9.37500000e-02 3.54030654e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.06250000e-01 3.56234742e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.18750000e-01 3.58438829e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.31250000e-01 3.60642916e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.43750000e-01 3.62847003e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.56250000e-01 3.65051091e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.68750000e-01 3.67255178e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.81250000e-01 3.69459265e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
1.93750000e-01 3.71663353e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.06250000e-01 3.73867440e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
2.18750000e-01 3.76071527e-01 1.17659149e+00 6.94447579e+02 0.00000000e+00 1.01325000e+05 3.00000000e+02 2.00000000e+00 7.92812302e+05
